DATE,RESTAURANT,TYPE,DATE_TIME,uid
2013-02-24 23:08:21,King Arthur Flour Coffee Bar,Supper,2013-02-24 23:08:21,u46
2013-02-25 00:55:30,Novack Cafe,Supper,2013-02-25 00:55:30,u46
2013-02-25 11:32:19,King Arthur Flour Coffee Bar,Lunch,2013-02-25 11:32:19,u46
2013-02-25 16:09:12,King Arthur Flour Coffee Bar,Supper,2013-02-25 16:09:12,u46
2013-02-25 20:51:04,Courtyard Cafe,Supper,2013-02-25 20:51:04,u46
2013-02-26 14:50:28,King Arthur Flour Coffee Bar,Lunch,2013-02-26 14:50:28,u46
2013-02-26 18:51:15,King Arthur Flour Coffee Bar,Snack,2013-02-26 18:51:15,u46
2013-02-26 19:17:34,53 Commons,Supper,2013-02-26 19:17:34,u46
2013-02-26 23:02:27,King Arthur Flour Coffee Bar,Supper,2013-02-26 23:02:27,u46
2013-02-27 00:21:11,Collis Cafe,Supper,2013-02-27 00:21:11,u46
2013-02-27 12:11:26,King Arthur Flour Coffee Bar,Lunch,2013-02-27 12:11:26,u46
2013-02-27 15:12:47,Courtyard Cafe,Lunch,2013-02-27 15:12:47,u46
2013-02-27 21:20:55,Courtyard Cafe,Supper,2013-02-27 21:20:55,u46
2013-02-28 17:13:15,King Arthur Flour Coffee Bar,Supper,2013-02-28 17:13:15,u46
2013-03-01 14:11:46,King Arthur Flour Coffee Bar,Lunch,2013-03-01 14:11:46,u46
2013-03-01 19:35:05,Novack Cafe,Supper,2013-03-01 19:35:05,u46
2013-03-02 00:26:18,Novack Cafe,Snack,2013-03-02 00:26:18,u46
2013-03-02 16:02:48,King Arthur Flour Coffee Bar,Supper,2013-03-02 16:02:48,u46
2013-03-02 20:04:54,Courtyard Cafe,Supper,2013-03-02 20:04:54,u46
2013-03-03 13:39:32,53 Commons,Lunch,2013-03-03 13:39:32,u46
2013-03-03 17:28:32,King Arthur Flour Coffee Bar,Supper,2013-03-03 17:28:32,u46
2013-03-03 19:08:07,53 Commons,Supper,2013-03-03 19:08:07,u46
2013-03-03 23:51:41,Collis Cafe,Supper,2013-03-03 23:51:41,u46
2013-03-04 10:08:23,King Arthur Flour Coffee Bar,Breakfast,2013-03-04 10:08:23,u46
2013-03-04 12:40:37,Collis Cafe,Snack,2013-03-04 12:40:37,u46
2013-03-04 17:50:27,Collis Cafe,Snack,2013-03-04 17:50:27,u46
2013-03-04 19:48:42,Courtyard Cafe,Supper,2013-03-04 19:48:42,u46
2013-03-04 23:46:43,Collis Cafe,Snack,2013-03-04 23:46:43,u46
2013-03-05 14:59:52,King Arthur Flour Coffee Bar,Lunch,2013-03-05 14:59:52,u46
2013-03-05 18:08:26,Courtyard Cafe,Supper,2013-03-05 18:08:26,u46
2013-03-05 21:29:52,King Arthur Flour Coffee Bar,Supper,2013-03-05 21:29:52,u46
2013-03-06 12:36:17,King Arthur Flour Coffee Bar,Lunch,2013-03-06 12:36:17,u46
2013-03-06 14:55:29,King Arthur Flour Coffee Bar,Lunch,2013-03-06 14:55:29,u46
2013-03-07 15:43:08,King Arthur Flour Coffee Bar,Lunch,2013-03-07 15:43:08,u46
2013-03-07 21:57:35,Courtyard Cafe,Supper,2013-03-07 21:57:35,u46
2013-03-08 01:21:54,Novack Cafe,Snack,2013-03-08 01:21:54,u46
2013-03-09 00:05:56,Novack Cafe,Supper,2013-03-09 00:05:56,u46
2013-03-10 16:28:34,King Arthur Flour Coffee Bar,Supper,2013-03-10 16:28:34,u46
2013-03-10 23:06:50,Courtyard Cafe,Supper,2013-03-10 23:06:50,u46
2013-03-11 14:25:37,53 Commons,Lunch,2013-03-11 14:25:37,u46
2013-03-11 19:11:17,53 Commons,Supper,2013-03-11 19:11:17,u46
2013-03-12 01:35:47,Novack Cafe,Supper,2013-03-12 01:35:47,u46
2013-03-12 16:51:21,King Arthur Flour Coffee Bar,Supper,2013-03-12 16:51:21,u46
2013-03-12 17:56:52,53 Commons,Supper,2013-03-12 17:56:52,u46
2013-03-13 13:00:27,King Arthur Flour Coffee Bar,Lunch,2013-03-13 13:00:27,u46
2013-03-13 18:23:56,King Arthur Flour Coffee Bar,Snack,2013-03-13 18:23:56,u46
2013-03-13 20:10:27,Courtyard Cafe,Supper,2013-03-13 20:10:27,u46
2013-03-14 02:42:49,Novack Cafe,Snack,2013-03-14 02:42:49,u46
2013-03-14 10:56:20,King Arthur Flour Coffee Bar,Snack,2013-03-14 10:56:20,u46
2013-03-14 14:03:18,53 Commons,Lunch,2013-03-14 14:03:18,u46
2013-03-14 15:55:20,King Arthur Flour Coffee Bar,Lunch,2013-03-14 15:55:20,u46
2013-03-14 19:44:41,53 Commons,Supper,2013-03-14 19:44:41,u46
2013-03-15 16:52:28,King Arthur Flour Coffee Bar,Supper,2013-03-15 16:52:28,u46
2013-03-15 17:21:53,Courtyard Cafe,Supper,2013-03-15 17:21:53,u46
2013-03-25 11:44:39,Collis Cafe,Lunch,2013-03-25 11:44:39,u46
2013-03-25 19:11:37,53 Commons,Supper,2013-03-25 19:11:37,u46
2013-03-25 22:46:34,Collis Cafe,Snack,2013-03-25 22:46:34,u46
2013-03-26 13:53:12,Collis Cafe,Lunch,2013-03-26 13:53:12,u46
2013-03-27 09:48:51,Novack Cafe,Snack,2013-03-27 09:48:51,u46
2013-03-27 12:23:05,Collis Cafe,Lunch,2013-03-27 12:23:05,u46
2013-03-27 15:17:47,Courtyard Cafe,Snack,2013-03-27 15:17:47,u46
2013-03-27 19:58:34,53 Commons,Supper,2013-03-27 19:58:34,u46
2013-03-28 12:49:32,Courtyard Cafe,Lunch,2013-03-28 12:49:32,u46
2013-03-28 16:43:00,King Arthur Flour Coffee Bar,Supper,2013-03-28 16:43:00,u46
2013-03-29 11:21:47,Collis Cafe,Snack,2013-03-29 11:21:47,u46
2013-03-29 11:52:22,Collis Cafe,Lunch,2013-03-29 11:52:22,u46
2013-03-29 13:58:39,King Arthur Flour Coffee Bar,Lunch,2013-03-29 13:58:39,u46
2013-03-29 19:56:01,Courtyard Cafe,Supper,2013-03-29 19:56:01,u46
2013-03-30 15:03:50,Courtyard Cafe,Lunch,2013-03-30 15:03:50,u46
2013-03-30 22:32:52,Collis Cafe,Snack,2013-03-30 22:32:52,u46
2013-03-31 14:51:08,Courtyard Cafe,Lunch,2013-03-31 14:51:08,u46
2013-03-31 19:51:24,Novack Cafe,Supper,2013-03-31 19:51:24,u46
2013-04-01 11:46:50,Collis Cafe,Lunch,2013-04-01 11:46:50,u46
2013-04-01 20:28:13,Courtyard Cafe,Supper,2013-04-01 20:28:13,u46
2013-04-01 23:03:20,King Arthur Flour Coffee Bar,Snack,2013-04-01 23:03:20,u46
2013-04-02 12:51:39,King Arthur Flour Coffee Bar,Lunch,2013-04-02 12:51:39,u46
2013-04-02 18:00:15,King Arthur Flour Coffee Bar,Supper,2013-04-02 18:00:15,u46
2013-04-02 18:28:47,53 Commons,Supper,2013-04-02 18:28:47,u46
2013-04-02 22:39:50,Novack Cafe,Snack,2013-04-02 22:39:50,u46
2013-04-03 11:48:40,Collis Cafe,Lunch,2013-04-03 11:48:40,u46
2013-04-03 23:42:04,Collis Cafe,Supper,2013-04-03 23:42:04,u46
2013-04-04 01:43:56,Novack Cafe,Snack,2013-04-04 01:43:56,u46
2013-04-04 14:35:11,King Arthur Flour Coffee Bar,Lunch,2013-04-04 14:35:11,u46
2013-04-04 20:46:56,Courtyard Cafe,Supper,2013-04-04 20:46:56,u46
2013-04-05 01:27:54,Novack Cafe,Supper,2013-04-05 01:27:54,u46
2013-04-05 11:23:58,King Arthur Flour Coffee Bar,Lunch,2013-04-05 11:23:58,u46
2013-04-05 19:12:21,Courtyard Cafe,Supper,2013-04-05 19:12:21,u46
2013-04-05 20:30:08,King Arthur Flour Coffee Bar,Supper,2013-04-05 20:30:08,u46
2013-04-06 17:51:04,Courtyard Cafe,Supper,2013-04-06 17:51:04,u46
2013-04-07 12:46:07,King Arthur Flour Coffee Bar,Lunch,2013-04-07 12:46:07,u46
2013-04-07 19:27:37,King Arthur Flour Coffee Bar,Snack,2013-04-07 19:27:37,u46
2013-04-07 20:15:33,Courtyard Cafe,Supper,2013-04-07 20:15:33,u46
2013-04-08 11:49:19,Collis Cafe,Lunch,2013-04-08 11:49:19,u46
2013-04-09 11:54:18,King Arthur Flour Coffee Bar,Lunch,2013-04-09 11:54:18,u46
2013-04-10 12:36:12,King Arthur Flour Coffee Bar,Snack,2013-04-10 12:36:12,u46
2013-04-10 12:36:42,53 Commons,Lunch,2013-04-10 12:36:42,u46
2013-04-10 12:48:40,King Arthur Flour Coffee Bar,Lunch,2013-04-10 12:48:40,u46
2013-04-10 16:48:51,King Arthur Flour Coffee Bar,Supper,2013-04-10 16:48:51,u46
2013-04-10 18:34:57,53 Commons,Supper,2013-04-10 18:34:57,u46
2013-04-11 13:43:11,King Arthur Flour Coffee Bar,Lunch,2013-04-11 13:43:11,u46
2013-04-11 19:55:57,Courtyard Cafe,Supper,2013-04-11 19:55:57,u46
2013-04-11 23:28:59,Novack Cafe,Snack,2013-04-11 23:28:59,u46
2013-04-12 11:23:06,King Arthur Flour Coffee Bar,Lunch,2013-04-12 11:23:06,u46
2013-04-12 15:20:10,King Arthur Flour Coffee Bar,Lunch,2013-04-12 15:20:10,u46
2013-04-12 18:24:11,53 Commons,Supper,2013-04-12 18:24:11,u46
2013-04-13 14:57:20,King Arthur Flour Coffee Bar,Lunch,2013-04-13 14:57:20,u46
2013-04-13 23:45:35,Collis Cafe,Supper,2013-04-13 23:45:35,u46
2013-04-14 16:43:00,King Arthur Flour Coffee Bar,Supper,2013-04-14 16:43:00,u46
2013-04-14 21:43:48,King Arthur Flour Coffee Bar,Supper,2013-04-14 21:43:48,u46
2013-04-14 22:57:09,Novack Cafe,Snack,2013-04-14 22:57:09,u46
2013-04-15 08:41:52,Novack Cafe,Snack,2013-04-15 08:41:52,u46
2013-04-15 11:35:44,Collis Cafe,Lunch,2013-04-15 11:35:44,u46
2013-04-16 12:55:40,King Arthur Flour Coffee Bar,Lunch,2013-04-16 12:55:40,u46
2013-04-16 19:47:53,Courtyard Cafe,Supper,2013-04-16 19:47:53,u46
2013-04-17 00:15:16,Novack Cafe,Snack,2013-04-17 00:15:16,u46
2013-04-17 13:49:02,King Arthur Flour Coffee Bar,Lunch,2013-04-17 13:49:02,u46
2013-04-17 19:10:43,Collis Cafe,Supper,2013-04-17 19:10:43,u46
2013-04-18 13:52:49,Collis Cafe,Lunch,2013-04-18 13:52:49,u46
2013-04-19 01:56:11,Novack Cafe,Supper,2013-04-19 01:56:11,u46
2013-04-19 11:45:46,King Arthur Flour Coffee Bar,Lunch,2013-04-19 11:45:46,u46
2013-04-19 14:33:08,King Arthur Flour Coffee Bar,Snack,2013-04-19 14:33:08,u46
2013-04-20 00:30:18,Novack Cafe,Snack,2013-04-20 00:30:18,u46
2013-04-20 01:48:46,Novack Cafe,Snack,2013-04-20 01:48:46,u46
2013-04-20 13:28:58,King Arthur Flour Coffee Bar,Lunch,2013-04-20 13:28:58,u46
2013-04-20 17:48:28,Novack Cafe,Supper,2013-04-20 17:48:28,u46
2013-04-20 19:30:41,Collis Market,Supper,2013-04-20 19:30:41,u46
2013-04-20 19:46:03,Courtyard Cafe,Supper,2013-04-20 19:46:03,u46
2013-04-20 20:34:38,Novack Cafe,Supper,2013-04-20 20:34:38,u46
2013-04-21 18:43:18,King Arthur Flour Coffee Bar,Supper,2013-04-21 18:43:18,u46
2013-04-21 20:09:07,Courtyard Cafe,Supper,2013-04-21 20:09:07,u46
2013-04-22 10:03:59,Novack Cafe,Snack,2013-04-22 10:03:59,u46
2013-04-22 11:30:16,Collis Cafe,Lunch,2013-04-22 11:30:16,u46
2013-04-22 14:54:32,Novack Cafe,Snack,2013-04-22 14:54:32,u46
2013-04-23 00:32:40,Novack Cafe,Supper,2013-04-23 00:32:40,u46
2013-04-23 13:41:37,Collis Cafe,Lunch,2013-04-23 13:41:37,u46
2013-04-24 01:41:59,Novack Cafe,Supper,2013-04-24 01:41:59,u46
2013-04-24 16:17:21,King Arthur Flour Coffee Bar,Supper,2013-04-24 16:17:21,u46
2013-04-24 20:09:43,Courtyard Cafe,Supper,2013-04-24 20:09:43,u46
2013-04-24 23:23:31,Novack Cafe,Supper,2013-04-24 23:23:31,u46
2013-04-25 01:39:05,Novack Cafe,Snack,2013-04-25 01:39:05,u46
2013-04-25 14:30:26,King Arthur Flour Coffee Bar,Lunch,2013-04-25 14:30:26,u46
2013-04-25 17:12:52,Collis Cafe,Supper,2013-04-25 17:12:52,u46
2013-04-25 19:08:27,King Arthur Flour Coffee Bar,Supper,2013-04-25 19:08:27,u46
2013-04-25 21:29:03,Courtyard Cafe,Supper,2013-04-25 21:29:03,u46
2013-04-25 22:23:27,King Arthur Flour Coffee Bar,Snack,2013-04-25 22:23:27,u46
2013-04-26 11:22:22,King Arthur Flour Coffee Bar,Lunch,2013-04-26 11:22:22,u46
2013-04-26 14:27:04,Collis Cafe,Lunch,2013-04-26 14:27:04,u46
2013-04-28 16:29:37,King Arthur Flour Coffee Bar,Supper,2013-04-28 16:29:37,u46
2013-04-28 20:59:23,Courtyard Cafe,Supper,2013-04-28 20:59:23,u46
2013-04-29 14:51:45,Novack Cafe,Lunch,2013-04-29 14:51:45,u46
2013-04-29 15:40:21,Collis Cafe,Snack,2013-04-29 15:40:21,u46
2013-04-29 18:15:03,King Arthur Flour Coffee Bar,Snack,2013-04-29 18:15:03,u46
2013-04-30 13:39:39,King Arthur Flour Coffee Bar,Lunch,2013-04-30 13:39:39,u46
2013-04-30 19:20:13,53 Commons,Supper,2013-04-30 19:20:13,u46
2013-05-01 11:25:39,Courtyard Cafe,Lunch,2013-05-01 11:25:39,u46
2013-05-01 18:57:22,Collis Cafe,Snack,2013-05-01 18:57:22,u46
2013-05-02 12:43:25,King Arthur Flour Coffee Bar,Lunch,2013-05-02 12:43:25,u46
2013-05-02 18:43:30,Courtyard Cafe,Supper,2013-05-02 18:43:30,u46
2013-05-03 00:03:51,Collis Cafe,Snack,2013-05-03 00:03:51,u46
2013-05-03 11:30:38,Collis Cafe,Lunch,2013-05-03 11:30:38,u46
2013-05-04 00:37:34,Collis Cafe,Snack,2013-05-04 00:37:34,u46
2013-05-04 15:17:22,Novack Cafe,Snack,2013-05-04 15:17:22,u46
2013-05-04 22:03:14,Novack Cafe,Supper,2013-05-04 22:03:14,u46
2013-05-05 12:49:36,King Arthur Flour Coffee Bar,Lunch,2013-05-05 12:49:36,u46
2013-05-05 16:16:06,King Arthur Flour Coffee Bar,Supper,2013-05-05 16:16:06,u46
2013-05-05 19:03:02,53 Commons,Supper,2013-05-05 19:03:02,u46
2013-05-05 22:58:20,Novack Cafe,Supper,2013-05-05 22:58:20,u46
2013-05-06 11:38:55,Courtyard Cafe,Lunch,2013-05-06 11:38:55,u46
2013-05-07 18:50:28,53 Commons,Supper,2013-05-07 18:50:28,u46
2013-05-08 13:33:11,King Arthur Flour Coffee Bar,Lunch,2013-05-08 13:33:11,u46
2013-05-09 14:48:52,King Arthur Flour Coffee Bar,Lunch,2013-05-09 14:48:52,u46
2013-05-09 21:24:11,Courtyard Cafe,Supper,2013-05-09 21:24:11,u46
2013-05-10 11:24:00,King Arthur Flour Coffee Bar,Lunch,2013-05-10 11:24:00,u46
2013-05-10 20:20:12,Courtyard Cafe,Supper,2013-05-10 20:20:12,u46
2013-05-11 16:03:16,King Arthur Flour Coffee Bar,Supper,2013-05-11 16:03:16,u46
2013-05-12 15:47:21,King Arthur Flour Coffee Bar,Lunch,2013-05-12 15:47:21,u46
2013-05-12 18:11:48,53 Commons,Supper,2013-05-12 18:11:48,u46
2013-05-13 14:13:12,King Arthur Flour Coffee Bar,Lunch,2013-05-13 14:13:12,u46
2013-05-13 20:26:54,Courtyard Cafe,Supper,2013-05-13 20:26:54,u46
2013-05-14 14:11:50,King Arthur Flour Coffee Bar,Lunch,2013-05-14 14:11:50,u46
2013-05-14 18:39:45,Courtyard Cafe,Supper,2013-05-14 18:39:45,u46
2013-05-15 10:53:05,Collis Cafe,Breakfast,2013-05-15 10:53:05,u46
2013-05-15 13:53:45,Novack Cafe,Lunch,2013-05-15 13:53:45,u46
2013-05-16 17:37:54,King Arthur Flour Coffee Bar,Supper,2013-05-16 17:37:54,u46
2013-05-16 18:52:02,53 Commons,Supper,2013-05-16 18:52:02,u46
2013-05-17 14:15:54,Collis Cafe,Lunch,2013-05-17 14:15:54,u46
2013-05-17 14:48:58,Collis Cafe,Snack,2013-05-17 14:48:58,u46
2013-05-17 15:28:54,King Arthur Flour Coffee Bar,Lunch,2013-05-17 15:28:54,u46
2013-05-18 13:35:09,53 Commons,Lunch,2013-05-18 13:35:09,u46
2013-05-18 21:21:54,Courtyard Cafe,Supper,2013-05-18 21:21:54,u46
2013-05-19 18:28:58,King Arthur Flour Coffee Bar,Supper,2013-05-19 18:28:58,u46
2013-05-20 00:52:01,Collis Cafe,Supper,2013-05-20 00:52:01,u46
2013-05-20 13:22:39,King Arthur Flour Coffee Bar,Lunch,2013-05-20 13:22:39,u46
2013-05-21 13:45:52,Collis Cafe,Lunch,2013-05-21 13:45:52,u46
2013-05-21 19:01:29,53 Commons,Supper,2013-05-21 19:01:29,u46
2013-05-21 20:58:54,King Arthur Flour Coffee Bar,Supper,2013-05-21 20:58:54,u46
2013-05-22 15:13:20,King Arthur Flour Coffee Bar,Lunch,2013-05-22 15:13:20,u46
2013-05-22 23:49:23,Novack Cafe,Supper,2013-05-22 23:49:23,u46
2013-05-23 13:53:05,King Arthur Flour Coffee Bar,Lunch,2013-05-23 13:53:05,u46
2013-05-23 17:27:03,Novack Cafe,Supper,2013-05-23 17:27:03,u46
2013-05-23 21:37:36,Courtyard Cafe,Supper,2013-05-23 21:37:36,u46
2013-05-24 01:51:09,Novack Cafe,Snack,2013-05-24 01:51:09,u46
2013-05-24 15:07:24,King Arthur Flour Coffee Bar,Lunch,2013-05-24 15:07:24,u46
2013-05-24 16:07:24,King Arthur Flour Coffee Bar,Supper,2013-05-24 16:07:24,u46
2013-05-25 12:14:00,King Arthur Flour Coffee Bar,Lunch,2013-05-25 12:14:00,u46
2013-05-25 20:04:19,53 Commons,Supper,2013-05-25 20:04:19,u46
2013-05-26 15:05:10,Novack Cafe,Snack,2013-05-26 15:05:10,u46
2013-05-26 17:51:54,King Arthur Flour Coffee Bar,Snack,2013-05-26 17:51:54,u46
2013-05-26 22:34:55,Collis Market,Supper,2013-05-26 22:34:55,u46
2013-05-27 12:21:19,King Arthur Flour Coffee Bar,Lunch,2013-05-27 12:21:19,u46
2013-05-27 18:00:34,53 Commons,Supper,2013-05-27 18:00:34,u46
2013-05-27 23:40:26,Novack Cafe,Snack,2013-05-27 23:40:26,u46
2013-05-28 13:53:12,Novack Cafe,Snack,2013-05-28 13:53:12,u46
2013-05-28 19:26:24,Courtyard Cafe,Supper,2013-05-28 19:26:24,u46
2013-05-28 23:16:42,Novack Cafe,Snack,2013-05-28 23:16:42,u46
2013-05-29 11:38:53,King Arthur Flour Coffee Bar,Lunch,2013-05-29 11:38:53,u46
2013-05-30 18:55:35,Courtyard Cafe,Supper,2013-05-30 18:55:35,u46
2013-05-30 23:35:07,Novack Cafe,Supper,2013-05-30 23:35:07,u46
2013-05-31 10:12:39,King Arthur Flour Coffee Bar,Breakfast,2013-05-31 10:12:39,u46
2013-05-31 20:14:58,Courtyard Cafe,Supper,2013-05-31 20:14:58,u46
2013-06-01 09:26:22,Novack Cafe,Snack,2013-06-01 09:26:22,u46
2013-06-01 14:56:53,Courtyard Cafe,Lunch,2013-06-01 14:56:53,u46
2013-06-01 18:45:56,53 Commons,Supper,2013-06-01 18:45:56,u46
2013-06-02 00:56:13,Collis Cafe,Supper,2013-06-02 00:56:13,u46
2013-06-02 19:39:33,Courtyard Cafe,Supper,2013-06-02 19:39:33,u46
2013-01-07 12:21:28,King Arthur Flour Coffee Bar,Lunch,2013-01-07 12:21:28,u09
2013-01-07 17:08:29,53 Commons,Supper,2013-01-07 17:08:29,u09
2013-01-08 10:03:02,King Arthur Flour Coffee Bar,Breakfast,2013-01-08 10:03:02,u09
2013-01-08 13:42:39,Courtyard Cafe,Lunch,2013-01-08 13:42:39,u09
2013-01-08 19:45:04,Courtyard Cafe,Supper,2013-01-08 19:45:04,u09
2013-01-09 09:23:58,Novack Cafe,Breakfast,2013-01-09 09:23:58,u09
2013-01-09 17:08:44,53 Commons,Supper,2013-01-09 17:08:44,u09
2013-01-10 18:33:31,53 Commons,Supper,2013-01-10 18:33:31,u09
2013-01-11 10:29:00,Novack Cafe,Snack,2013-01-11 10:29:00,u09
2013-01-11 12:49:25,King Arthur Flour Coffee Bar,Lunch,2013-01-11 12:49:25,u09
2013-01-11 12:52:23,Novack Cafe,Lunch,2013-01-11 12:52:23,u09
2013-01-11 17:17:51,53 Commons,Supper,2013-01-11 17:17:51,u09
2013-01-13 11:32:52,King Arthur Flour Coffee Bar,Lunch,2013-01-13 11:32:52,u09
2013-01-13 17:16:23,53 Commons,Supper,2013-01-13 17:16:23,u09
2013-01-14 10:07:27,Novack Cafe,Snack,2013-01-14 10:07:27,u09
2013-01-14 11:53:28,King Arthur Flour Coffee Bar,Lunch,2013-01-14 11:53:28,u09
2013-01-14 17:08:53,53 Commons,Supper,2013-01-14 17:08:53,u09
2013-01-15 09:18:16,Novack Cafe,Breakfast,2013-01-15 09:18:16,u09
2013-01-15 14:23:17,Courtyard Cafe,Lunch,2013-01-15 14:23:17,u09
2013-01-16 10:37:36,Novack Cafe,Snack,2013-01-16 10:37:36,u09
2013-01-16 17:15:37,53 Commons,Supper,2013-01-16 17:15:37,u09
2013-01-17 10:02:00,Novack Cafe,Snack,2013-01-17 10:02:00,u09
2013-01-17 12:05:52,King Arthur Flour Coffee Bar,Lunch,2013-01-17 12:05:52,u09
2013-01-17 17:16:18,53 Commons,Supper,2013-01-17 17:16:18,u09
2013-01-17 23:53:23,Collis Cafe,Supper,2013-01-17 23:53:23,u09
2013-01-18 10:54:20,King Arthur Flour Coffee Bar,Breakfast,2013-01-18 10:54:20,u09
2013-01-18 17:19:05,Courtyard Cafe,Supper,2013-01-18 17:19:05,u09
2013-01-19 10:22:25,King Arthur Flour Coffee Bar,Breakfast,2013-01-19 10:22:25,u09
2013-01-19 13:39:55,Courtyard Cafe,Lunch,2013-01-19 13:39:55,u09
2013-01-20 10:52:30,King Arthur Flour Coffee Bar,Breakfast,2013-01-20 10:52:30,u09
2013-01-20 15:03:20,King Arthur Flour Coffee Bar,Lunch,2013-01-20 15:03:20,u09
2013-01-20 19:47:18,53 Commons,Supper,2013-01-20 19:47:18,u09
2013-01-21 10:31:33,Collis Cafe,Breakfast,2013-01-21 10:31:33,u09
2013-01-21 17:26:52,53 Commons,Supper,2013-01-21 17:26:52,u09
2013-01-22 09:22:02,Novack Cafe,Breakfast,2013-01-22 09:22:02,u09
2013-01-22 12:34:55,King Arthur Flour Coffee Bar,Lunch,2013-01-22 12:34:55,u09
2013-01-22 17:09:21,53 Commons,Supper,2013-01-22 17:09:21,u09
2013-01-23 10:43:11,Novack Cafe,Snack,2013-01-23 10:43:11,u09
2013-01-23 12:26:57,Collis Cafe,Lunch,2013-01-23 12:26:57,u09
2013-01-23 17:14:26,53 Commons,Supper,2013-01-23 17:14:26,u09
2013-01-24 09:26:22,Novack Cafe,Snack,2013-01-24 09:26:22,u09
2013-01-24 12:18:55,53 Commons,Lunch,2013-01-24 12:18:55,u09
2013-01-25 00:15:32,Courtyard Cafe,Snack,2013-01-25 00:15:32,u09
2013-01-25 10:03:27,Novack Cafe,Snack,2013-01-25 10:03:27,u09
2013-01-25 12:44:33,Collis Cafe,Lunch,2013-01-25 12:44:33,u09
2013-01-25 17:15:47,53 Commons,Supper,2013-01-25 17:15:47,u09
2013-01-26 15:13:56,Courtyard Cafe,Lunch,2013-01-26 15:13:56,u09
2013-01-27 10:06:16,King Arthur Flour Coffee Bar,Snack,2013-01-27 10:06:16,u09
2013-01-27 12:27:33,Courtyard Cafe,Lunch,2013-01-27 12:27:33,u09
2013-01-27 17:12:51,53 Commons,Supper,2013-01-27 17:12:51,u09
2013-01-28 10:40:13,Novack Cafe,Snack,2013-01-28 10:40:13,u09
2013-01-28 18:45:13,Collis Cafe,Supper,2013-01-28 18:45:13,u09
2013-01-29 10:07:39,Novack Cafe,Snack,2013-01-29 10:07:39,u09
2013-01-29 14:05:39,King Arthur Flour Coffee Bar,Lunch,2013-01-29 14:05:39,u09
2013-01-30 11:05:49,Novack Cafe,Snack,2013-01-30 11:05:49,u09
2013-01-30 21:06:02,Novack Cafe,Supper,2013-01-30 21:06:02,u09
2013-01-31 09:13:21,Novack Cafe,Snack,2013-01-31 09:13:21,u09
2013-01-31 12:48:29,King Arthur Flour Coffee Bar,Lunch,2013-01-31 12:48:29,u09
2013-01-31 17:04:58,53 Commons,Supper,2013-01-31 17:04:58,u09
2013-02-01 10:14:05,Novack Cafe,Snack,2013-02-01 10:14:05,u09
2013-02-01 11:47:34,Collis Cafe,Lunch,2013-02-01 11:47:34,u09
2013-02-02 13:43:31,King Arthur Flour Coffee Bar,Lunch,2013-02-02 13:43:31,u09
2013-02-02 18:25:12,53 Commons,Supper,2013-02-02 18:25:12,u09
2013-02-03 16:20:50,Courtyard Cafe,Supper,2013-02-03 16:20:50,u09
2013-02-03 19:04:23,53 Commons,Supper,2013-02-03 19:04:23,u09
2013-02-04 14:40:08,King Arthur Flour Coffee Bar,Lunch,2013-02-04 14:40:08,u09
2013-02-04 17:23:36,53 Commons,Supper,2013-02-04 17:23:36,u09
2013-02-05 09:53:10,Novack Cafe,Snack,2013-02-05 09:53:10,u09
2013-02-05 13:08:46,King Arthur Flour Coffee Bar,Lunch,2013-02-05 13:08:46,u09
2013-02-05 17:54:10,53 Commons,Supper,2013-02-05 17:54:10,u09
2013-02-06 00:16:02,Courtyard Cafe,Supper,2013-02-06 00:16:02,u09
2013-02-06 10:04:50,Novack Cafe,Breakfast,2013-02-06 10:04:50,u09
2013-02-06 12:42:39,Collis Cafe,Lunch,2013-02-06 12:42:39,u09
2013-02-06 17:12:12,53 Commons,Supper,2013-02-06 17:12:12,u09
2013-02-07 10:22:54,Novack Cafe,Snack,2013-02-07 10:22:54,u09
2013-02-07 14:24:02,King Arthur Flour Coffee Bar,Lunch,2013-02-07 14:24:02,u09
2013-02-08 11:29:32,King Arthur Flour Coffee Bar,Lunch,2013-02-08 11:29:32,u09
2013-02-08 17:24:19,53 Commons,Supper,2013-02-08 17:24:19,u09
2013-02-09 11:37:35,King Arthur Flour Coffee Bar,Lunch,2013-02-09 11:37:35,u09
2013-02-09 17:26:17,53 Commons,Supper,2013-02-09 17:26:17,u09
2013-02-11 00:08:47,Courtyard Cafe,Supper,2013-02-11 00:08:47,u09
2013-02-11 09:41:51,Novack Cafe,Snack,2013-02-11 09:41:51,u09
2013-02-11 13:27:45,King Arthur Flour Coffee Bar,Lunch,2013-02-11 13:27:45,u09
2013-02-11 17:50:58,53 Commons,Supper,2013-02-11 17:50:58,u09
2013-02-12 09:54:55,Novack Cafe,Snack,2013-02-12 09:54:55,u09
2013-02-12 12:59:23,King Arthur Flour Coffee Bar,Lunch,2013-02-12 12:59:23,u09
2013-02-12 19:23:50,Collis Cafe,Supper,2013-02-12 19:23:50,u09
2013-02-13 08:31:18,Novack Cafe,Breakfast,2013-02-13 08:31:18,u09
2013-02-13 12:38:33,Courtyard Cafe,Lunch,2013-02-13 12:38:33,u09
2013-02-13 17:11:43,53 Commons,Supper,2013-02-13 17:11:43,u09
2013-02-18 09:50:42,King Arthur Flour Coffee Bar,Breakfast,2013-02-18 09:50:42,u09
